mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.76999998,"7 km SW of Volcano, Hawaii",1717395146790,1717395238980,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259986,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259986&format=geojson,,,,,automatic,0,48,hv,74259986,",hv74259986,",",hv,",",origin,phase-data,",15.0,0.01173,0.140000001,115.0,md,earthquake,"M 1.8 - 7 km SW of Volcano, Hawaii"
2.18,"7 km S of Volcano, Hawaii",1717395033460,1717395190660,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259976,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259976&format=geojson,,,,,automatic,0,73,hv,74259976,",hv74259976,",",hv,",",origin,phase-data,",23.0,0.005597,0.370000005,79.0,ml,earthquake,"M 2.2 - 7 km S of Volcano, Hawaii"
2.9,"6 km S of Volcano, Hawaii",1717394909390,1717711990950,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259971,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259971&format=geojson,,,,,reviewed,0,129,hv,74259971,",hv74259971,",",hv,",",origin,phase-data,",27.0,0.01084,0.09,74.0,ml,earthquake,"M 2.9 - 6 km S of Volcano, Hawaii"
2.38,"6 km SW of Volcano, Hawaii",1717394871070,1717395030100,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259966,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259966&format=geojson,,,,,automatic,0,87,hv,74259966,",hv74259966,",",hv,",",origin,phase-data,",15.0,0.009755,0.200000003,70.0,ml,earthquake,"M 2.4 - 6 km SW of Volcano, Hawaii"
2.14,"6 km S of Volcano, Hawaii",1717394766150,1717394926450,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259961,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259961&format=geojson,,,,,automatic,0,70,hv,74259961,",hv74259961,",",hv,",",origin,phase-data,",12.0,0.00977,0.119999997,86.0,ml,earthquake,"M 2.1 - 6 km S of Volcano, Hawaii"
0.83,"7 km SW of Volcano, Hawaii",1717394699290,1717395275710,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259956,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259956&format=geojson,,,,,reviewed,0,11,hv,74259956,",hv74259956,",",hv,",",origin,phase-data,",22.0,0.005723,0.07,42.0,md,earthquake,"M 0.8 - 7 km SW of Volcano, Hawaii"
2.14,"6 km SW of Volcano, Hawaii",1717394665900,1717394823990,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259951,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259951&format=geojson,,,,,automatic,0,70,hv,74259951,",hv74259951,",",hv,",",origin,phase-data,",20.0,0.009491,0.109999999,48.0,ml,earthquake,"M 2.1 - 6 km SW of Volcano, Hawaii"
1.5,"28 km WNW of Valdez, Alaska",1717394585013,1718061778254,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02474fw1sb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02474fw1sb&format=geojson,,,,,reviewed,0,35,ak,02474fw1sb,",ak02474fw1sb,",",ak,",",origin,phase-data,",,,0.69,,ml,ice quake,"M 1.5 Ice Quake - 28 km WNW of Valdez, Alaska"
0.2,"55 km NW of Indian Springs, Nevada",1717394583993,1717431631385,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00878506,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00878506&format=geojson,,,,,reviewed,0,1,nn,00878506,",nn00878506,",",nn,",",origin,phase-data,",27.0,0.027,0.1084,79.65,ml,earthquake,"M 0.2 - 55 km NW of Indian Springs, Nevada"
1.26,"2 km WSW of Anderson Springs, CA",1717394423810,1717394522426,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75015427,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75015427&format=geojson,,,,,automatic,0,24,nc,75015427,",nc75015427,",",nc,",",nearby-cities,origin,phase-data,",7.0,0.009152,0.01,118.0,md,earthquake,"M 1.3 - 2 km WSW of Anderson Springs, CA"
2.42,"5 km SW of Volcano, Hawaii",1717394391760,1717394549120,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259946,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259946&format=geojson,,,,,automatic,0,90,hv,74259946,",hv74259946,",",hv,",",origin,phase-data,",20.0,0.007646,0.180000007,37.0,ml,earthquake,"M 2.4 - 5 km SW of Volcano, Hawaii"
2.08,"6 km SW of Volcano, Hawaii",1717394278150,1717394435270,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259941,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259941&format=geojson,,,,,automatic,0,67,hv,74259941,",hv74259941,",",hv,",",origin,phase-data,",26.0,0.007357,0.150000006,37.0,ml,earthquake,"M 2.1 - 6 km SW of Volcano, Hawaii"
3.12,"7 km SW of Volcano, Hawaii",1717394101780,1717712523970,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259936,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259936&format=geojson,,,,,reviewed,0,150,hv,74259936,",hv74259936,",",hv,",",origin,phase-data,",24.0,0.003977,0.11,53.0,ml,earthquake,"M 3.1 - 7 km SW of Volcano, Hawaii"
3.2,"7 km SW of Volcano, Hawaii",1717394033130,1717480407040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259931,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259931&format=geojson,,,,,reviewed,0,158,hv,74259931,",us7000mpwm,hv74259931,",",us,hv,",",origin,phase-data,",27.0,0.004785,0.1,48.0,ml,earthquake,"M 3.2 - 7 km SW of Volcano, Hawaii"
2.31,"6 km SW of Volcano, Hawaii",1717393973490,1717394134670,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259926,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259926&format=geojson,,,,,automatic,0,82,hv,74259926,",hv74259926,",",hv,",",origin,phase-data,",33.0,0.004944,0.25999999,56.0,ml,earthquake,"M 2.3 - 6 km SW of Volcano, Hawaii"
2.38,"6 km SW of Volcano, Hawaii",1717393862910,1717394019950,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259921,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259921&format=geojson,,,,,automatic,0,87,hv,74259921,",hv74259921,",",hv,",",origin,phase-data,",21.0,0.006992,0.200000003,35.0,ml,earthquake,"M 2.4 - 6 km SW of Volcano, Hawaii"
2.21,"7 km SW of Volcano, Hawaii",1717393844330,1717394001320,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259916,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259916&format=geojson,,,,,automatic,0,75,hv,74259916,",hv74259916,",",hv,",",origin,phase-data,",25.0,0.004698,0.150000006,52.0,ml,earthquake,"M 2.2 - 7 km SW of Volcano, Hawaii"
1.8,"31 km ESE of Atka, Alaska",1717393760036,1717795291923,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02474fki77,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02474fki77&format=geojson,,,,,reviewed,0,50,ak,02474fki77,",ak02474fki77,",",ak,",",origin,phase-data,",,,0.38,,ml,earthquake,"M 1.8 - 31 km ESE of Atka, Alaska"
2.23,"7 km SW of Volcano, Hawaii",1717393742610,1717393900260,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259911,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259911&format=geojson,,,,,automatic,0,77,hv,74259911,",hv74259911,",",hv,",",origin,phase-data,",17.0,0.004012,0.159999996,54.0,ml,earthquake,"M 2.2 - 7 km SW of Volcano, Hawaii"
2.18,"7 km SW of Volcano, Hawaii",1717393687190,1717393845610,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259906,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259906&format=geojson,,,,,automatic,0,73,hv,74259906,",hv74259906,",",hv,",",origin,phase-data,",15.0,0.01027,0.219999999,85.0,ml,earthquake,"M 2.2 - 7 km SW of Volcano, Hawaii"
4.9,"88 km SW of Basay, Philippines",1717393591272,1717396185040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mpwj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000mpwj&format=geojson,,,,,reviewed,0,369,us,7000mpwj,",us7000mpwj,",",us,",",origin,phase-data,",76.0,3.846,0.66,64.0,mb,earthquake,"M 4.9 - 88 km SW of Basay, Philippines"
2.4,"7 km SW of Volcano, Hawaii",1717393575920,1717393733780,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259901,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259901&format=geojson,,,,,automatic,0,89,hv,74259901,",hv74259901,",",hv,",",origin,phase-data,",18.0,0.0101,0.129999995,73.0,ml,earthquake,"M 2.4 - 7 km SW of Volcano, Hawaii"
2.3,"7 km SW of Volcano, Hawaii",1717393522110,1717393682900,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259896,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259896&format=geojson,,,,,automatic,0,81,hv,74259896,",hv74259896,",",hv,",",origin,phase-data,",31.0,0.004843,0.319999993,50.0,ml,earthquake,"M 2.3 - 7 km SW of Volcano, Hawaii"
2.18,"6 km SW of Volcano, Hawaii",1717393439050,1717393597240,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259891,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259891&format=geojson,,,,,automatic,0,73,hv,74259891,",hv74259891,",",hv,",",origin,phase-data,",19.0,0.0004986,0.189999998,65.0,ml,earthquake,"M 2.2 - 6 km SW of Volcano, Hawaii"
2.68,"7 km SW of Volcano, Hawaii",1717393216870,1717713009470,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259886,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259886&format=geojson,,,,,reviewed,0,110,hv,74259886,",hv74259886,",",hv,",",origin,phase-data,",31.0,0.005565,0.08,44.0,ml,earthquake,"M 2.7 - 7 km SW of Volcano, Hawaii"
1.5,"47 km SW of Karluk, Alaska",1717393135052,1717795291730,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02474fi80x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02474fi80x&format=geojson,,,,,reviewed,0,35,ak,02474fi80x,",ak02474fi80x,",",ak,",",origin,phase-data,",,,0.27,,ml,earthquake,"M 1.5 - 47 km SW of Karluk, Alaska"
3.21,"7 km SW of Volcano, Hawaii",1717393082110,1717425965040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259876,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259876&format=geojson,3.0,2.0,,,reviewed,0,159,hv,74259876,",hv74259876,us7000mpw9,",",hv,us,",",dyfi,origin,phase-data,",25.0,0.005102,0.09,56.0,ml,earthquake,"M 3.2 - 7 km SW of Volcano, Hawaii"
1.69,"7 km SW of Volcano, Hawaii",1717393067850,1717472660820,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259881,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259881&format=geojson,,,,,reviewed,0,44,hv,74259881,",hv74259881,",",hv,",",origin,phase-data,",25.0,0.005261,0.12,49.0,ml,earthquake,"M 1.7 - 7 km SW of Volcano, Hawaii"
2.85,"7 km SW of Volcano, Hawaii",1717392985160,1717719810760,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259871,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259871&format=geojson,,,,,reviewed,0,125,hv,74259871,",hv74259871,",",hv,",",origin,phase-data,",32.0,0.006107,0.12,43.0,ml,earthquake,"M 2.9 - 7 km SW of Volcano, Hawaii"
0.93,"7 km SW of Volcano, Hawaii",1717392964280,1717720534530,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259866,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259866&format=geojson,,,,,reviewed,0,13,hv,74259866,",hv74259866,",",hv,",",origin,phase-data,",14.0,0.004511,0.11,61.0,md,earthquake,"M 0.9 - 7 km SW of Volcano, Hawaii"
2.94,"7 km SW of Volcano, Hawaii",1717392723950,1717479116040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259861,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259861&format=geojson,,,,,reviewed,0,133,hv,74259861,",us7000mpw5,hv74259861,",",us,hv,",",origin,phase-data,",23.0,0.005376,0.09,42.0,ml,earthquake,"M 2.9 - 7 km SW of Volcano, Hawaii"
2.44,"6 km SW of Volcano, Hawaii",1717392579200,1717392737980,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259856,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259856&format=geojson,,,,,automatic,0,92,hv,74259856,",hv74259856,",",hv,",",origin,phase-data,",25.0,0.006147,0.300000012,42.0,ml,earthquake,"M 2.4 - 6 km SW of Volcano, Hawaii"
2.34,"6 km SSW of Volcano, Hawaii",1717392501000,1717392658190,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259851,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259851&format=geojson,,,,,automatic,0,84,hv,74259851,",hv74259851,",",hv,",",origin,phase-data,",32.0,0.005457,0.319999993,35.0,ml,earthquake,"M 2.3 - 6 km SSW of Volcano, Hawaii"
0.8,"35 km S of Tanana, Alaska",1717392452072,1718061778072,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02474fftby,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02474fftby&format=geojson,,,,,reviewed,0,10,ak,02474fftby,",ak02474fftby,",",ak,",",origin,phase-data,",,,0.71,,ml,earthquake,"M 0.8 - 35 km S of Tanana, Alaska"
2.92,"7 km SW of Volcano, Hawaii",1717392301000,1717503830040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259846,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259846&format=geojson,,,,,reviewed,0,131,hv,74259846,",us7000mpw0,hv74259846,",",us,hv,",",origin,phase-data,",31.0,0.004913,0.09,42.0,ml,earthquake,"M 2.9 - 7 km SW of Volcano, Hawaii"
2.38,"7 km SSW of Volcano, Hawaii",1717392255740,1717392413520,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259841,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259841&format=geojson,,,,,automatic,0,87,hv,74259841,",hv74259841,",",hv,",",origin,phase-data,",39.0,0.007174,0.219999999,45.0,ml,earthquake,"M 2.4 - 7 km SSW of Volcano, Hawaii"
0.97,"7 km SW of Volcano, Hawaii",1717392247650,1717720884070,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259836,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259836&format=geojson,,,,,reviewed,0,14,hv,74259836,",hv74259836,",",hv,",",origin,phase-data,",20.0,0.005564,0.1,40.0,md,earthquake,"M 1.0 - 7 km SW of Volcano, Hawaii"
2.07,"6 km SW of Volcano, Hawaii",1717392131190,1717392288900,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259831,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259831&format=geojson,,,,,automatic,0,66,hv,74259831,",hv74259831,",",hv,",",origin,phase-data,",12.0,0.001242,0.180000007,108.0,ml,earthquake,"M 2.1 - 6 km SW of Volcano, Hawaii"
0.87,"6 km S of Volcano, Hawaii",1717392011000,1717392927510,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259826,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259826&format=geojson,,,,,reviewed,0,12,hv,74259826,",hv74259826,",",hv,",",origin,phase-data,",20.0,0.008839,0.09,79.0,md,earthquake,"M 0.9 - 6 km S of Volcano, Hawaii"
2.05,"7 km SW of Volcano, Hawaii",1717391991750,1717392149260,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259821,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259821&format=geojson,,,,,automatic,0,65,hv,74259821,",hv74259821,",",hv,",",origin,phase-data,",13.0,0.006106,0.119999997,125.0,ml,earthquake,"M 2.1 - 7 km SW of Volcano, Hawaii"
2.21,"6 km S of Volcano, Hawaii",1717391981290,1717392139480,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259816,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259816&format=geojson,,,,,automatic,0,75,hv,74259816,",hv74259816,",",hv,",",origin,phase-data,",7.0,0.01627,0.109999999,91.0,ml,earthquake,"M 2.2 - 6 km S of Volcano, Hawaii"
2.17,"7 km SW of Volcano, Hawaii",1717391900400,1717392057690,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259811,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259811&format=geojson,,,,,automatic,0,72,hv,74259811,",hv74259811,",",hv,",",origin,phase-data,",16.0,0.01349,0.219999999,55.0,ml,earthquake,"M 2.2 - 7 km SW of Volcano, Hawaii"
1.01,"7 km WNW of Cobb, CA",1717391792210,1717391887355,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75015422,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75015422&format=geojson,,,,,automatic,0,16,nc,75015422,",nc75015422,",",nc,",",nearby-cities,origin,phase-data,",17.0,0.008038,0.02,50.0,md,earthquake,"M 1.0 - 7 km WNW of Cobb, CA"
1.74,"7 km SW of Volcano, Hawaii",1717391756580,1717391916060,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259801,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259801&format=geojson,,,,,automatic,0,47,hv,74259801,",hv74259801,",",hv,",",origin,phase-data,",11.0,0.01299,0.129999995,59.0,ml,earthquake,"M 1.7 - 7 km SW of Volcano, Hawaii"
1.95,"6 km SW of Volcano, Hawaii",1717391656910,1717391815390,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259791,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259791&format=geojson,,,,,automatic,0,58,hv,74259791,",hv74259791,",",hv,",",origin,phase-data,",22.0,0.002095,0.230000004,50.0,ml,earthquake,"M 2.0 - 6 km SW of Volcano, Hawaii"
2.68,"10 km SW of Volcano, Hawaii",1717391458760,1717721678590,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259781,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259781&format=geojson,,,,,reviewed,0,110,hv,74259781,",hv74259781,",",hv,",",origin,phase-data,",19.0,0.02122,0.14,59.0,md,earthquake,"M 2.7 - 10 km SW of Volcano, Hawaii"
3.13,"7 km SW of Volcano, Hawaii",1717391361990,1717404239040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259776,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259776&format=geojson,,,,,reviewed,0,151,hv,74259776,",us7000mpvq,hv74259776,",",us,hv,",",origin,phase-data,",37.0,0.004629,0.1,42.0,ml,earthquake,"M 3.1 - 7 km SW of Volcano, Hawaii"
0.71,"1 km NNW of The Geysers, CA",1717391246920,1717391342138,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75015417,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75015417&format=geojson,,,,,automatic,0,8,nc,75015417,",nc75015417,",",nc,",",nearby-cities,origin,phase-data,",13.0,0.01593,0.03,101.0,md,earthquake,"M 0.7 - 1 km NNW of The Geysers, CA"
4.03,"7 km SSW of Volcano, Hawaii",1717391203370,1717477887671,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259771,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259771&format=geojson,18.0,2.6,4.608,green,reviewed,0,255,hv,74259771,",hv74259771,us7000mpvn,",",hv,us,",",dyfi,losspager,origin,phase-data,shakemap,",32.0,0.009326,0.08,46.0,ml,earthquake,"M 4.0 - 7 km SSW of Volcano, Hawaii"
3.2,"7 km SSW of Volcano, Hawaii",1717391066250,1717399099166,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259766,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259766&format=geojson,1.0,2.0,,,reviewed,0,158,hv,74259766,",hv74259766,us7000mpvm,",",hv,us,",",dyfi,origin,phase-data,",50.0,0.01032,0.12,49.0,ml,earthquake,"M 3.2 - 7 km SSW of Volcano, Hawaii"
1.8,"7 km SW of Volcano, Hawaii",1717391004480,1717391519596,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259761,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259761&format=geojson,0.0,1.0,,,automatic,0,50,hv,74259761,",hv74259761,",",hv,",",dyfi,origin,phase-data,",16.0,0.004603,0.180000007,52.0,ml,earthquake,"M 1.8 - 7 km SW of Volcano, Hawaii"
1.97,"7 km SW of Volcano, Hawaii",1717390799230,1717390958240,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259751,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259751&format=geojson,,,,,automatic,0,60,hv,74259751,",hv74259751,",",hv,",",origin,phase-data,",19.0,0.00435,0.159999996,60.0,ml,earthquake,"M 2.0 - 7 km SW of Volcano, Hawaii"
-0.44,"85 km W of Salamatof, Alaska",1717390744570,1717456207510,,https://earthquake.usgs.gov/earthquakes/eventpage/av93148686,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93148686&format=geojson,,,,,reviewed,0,0,av,93148686,",av93148686,",",av,",",origin,phase-data,",4.0,0.03336,0.06,218.0,ml,earthquake,"M -0.4 - 85 km W of Salamatof, Alaska"
2.24,"6 km SW of Volcano, Hawaii",1717390698340,1717390855540,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259746,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259746&format=geojson,,,,,automatic,0,77,hv,74259746,",hv74259746,",",hv,",",origin,phase-data,",24.0,0.001163,0.280000001,46.0,ml,earthquake,"M 2.2 - 6 km SW of Volcano, Hawaii"
2.81,"7 km SW of Volcano, Hawaii",1717390559360,1717979503040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259741,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259741&format=geojson,0.0,1.0,,,reviewed,0,121,hv,74259741,",hv74259741,us7000mpvj,",",hv,us,",",dyfi,origin,phase-data,",28.0,0.004002,0.11,48.0,ml,earthquake,"M 2.8 - 7 km SW of Volcano, Hawaii"
2.36,"11 km SSW of Volcano, Hawaii",1717390487020,1717722200230,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74259736,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74259736&format=geojson,,,,,reviewed,0,86,hv,74259736,",hv74259736,",",hv,",",origin,phase-data,",27.0,0.02079,0.16,59.0,ml,earthquake,"M 2.4 - 11 km SSW of Volcano, Hawaii"
1.23,"13 km ESE of Lincoln, Montana",1717390441540,1717423393050,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90053593,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90053593&format=geojson,,,,,reviewed,0,23,mb,90053593,",mb90053593,",",mb,",",origin,phase-data,",14.0,0.07458,0.1,135.0,ml,earthquake,"M 1.2 - 13 km ESE of Lincoln, Montana"
